id,name,abbreviation,description,created_at,modified_at,is_deleted,created_by_id,deleted_at,modified_by_id
1,ACCREDITING AGENCY OF CHARTERED COLLEGES AND UNIVERSITIES IN THE PHILIPPINES,AACCUP,"",2024-03-25 11:39:15.93831+08,2024-03-25 11:39:15.945315+08,f,1,,
